,danceability,energy,speechiness,acousticness,liveness,valence,tempo
933,0.43,0.374,0.0292,0.372,0.316,0.191,128.56
934,0.607,0.469,0.0337,0.317,0.0488,0.331,120.014
935,0.605,0.704,0.0476,0.241,0.137,0.4,80.925
936,0.526,0.92,0.0472,0.000124,0.371,0.615,109.86
937,0.4,0.0887,0.0328,0.911,0.108,0.286,106.967
938,0.605,0.339,0.0324,0.855,0.254,0.491,133.046
939,0.433,0.778,0.0371,0.00838,0.163,0.217,149.864
940,0.371,0.847,0.0803,0.0032,0.107,0.62,137.97
941,0.631,0.826,0.0322,0.126,0.0648,0.82,92.353
942,0.632,0.556,0.0288,0.29,0.0779,0.633,104.996
943,0.439,0.1,0.0348,0.927,0.116,0.381,103.989
944,0.433,0.946,0.0398,0.00264,0.198,0.578,95.169
945,0.563,0.441,0.0437,0.773,0.351,0.468,115.168
946,0.179,0.912,0.0791,0.0014,0.582,0.289,182.99
947,0.618,0.155,0.0799,0.811,0.077,0.305,105.325
949,0.608,0.639,0.0246,0.0208,0.0893,0.369,96.915
950,0.219,0.771,0.0544,0.115,0.113,0.272,157.76
951,0.593,0.765,0.0295,0.0968,0.164,0.74,96.175
952,0.371,0.268,0.0281,0.748,0.104,0.165,102.617
954,0.52,0.333,0.0302,0.816,0.188,0.198,74.165
956,0.479,0.379,0.0312,0.46,0.114,0.406,81.523
957,0.595,0.529,0.0406,0.455,0.109,0.432,119.119
958,0.387,0.595,0.0389,0.361,0.174,0.151,119.38
959,0.281,0.212,0.031,0.86,0.119,0.195,95.555
960,0.36,0.733,0.0451,0.024,0.244,0.209,150.066
961,0.462,0.595,0.0347,0.215,0.184,0.64,113.719
962,0.353,0.24,0.0359,0.969,0.0701,0.164,144.249
963,0.474,0.71,0.029,0.0548,0.0974,0.591,78.969
965,0.483,0.464,0.0319,0.775,0.104,0.146,176.804
966,0.231,0.234,0.0328,0.872,0.228,0.107,74.248
967,0.394,0.578,0.0286,0.0856,0.136,0.469,143.955
968,0.778,0.824,0.0707,0.284,0.405,0.758,100.024
969,0.404,0.556,0.0326,0.359,0.0964,0.34,159.256
970,0.468,0.828,0.0422,5.6e-05,0.497,0.466,138.96
971,0.662,0.515,0.0296,0.136,0.0925,0.376,116.24
972,0.509,0.317,0.0305,0.621,0.0878,0.247,131.783
973,0.685,0.555,0.0259,0.0621,0.157,0.332,105.042
974,0.681,0.574,0.0456,0.0861,0.0912,0.44,138.022
975,0.821,0.241,0.0388,0.609,0.0982,0.487,93.024
976,0.545,0.932,0.0399,0.000665,0.127,0.464,92.956
977,0.55,0.874,0.0321,0.000436,0.206,0.318,121.61
978,0.422,0.119,0.0354,0.555,0.0959,0.405,179.844
979,0.217,0.305,0.0321,0.885,0.201,0.12,82.848
980,0.367,0.452,0.0307,0.0353,0.689,0.189,113.066
981,0.604,0.202,0.0336,0.888,0.121,0.501,79.991
982,0.49,0.371,0.0337,0.655,0.118,0.335,179.848
983,0.332,0.214,0.0349,0.845,0.0839,0.11,67.531
984,0.527,0.308,0.0284,0.551,0.0921,0.514,136.297
985,0.58,0.635,0.079,0.118,0.989,0.583,117.288
986,0.671,0.256,0.0387,0.608,0.0737,0.694,115.871
987,0.577,0.688,0.032,0.109,0.0788,0.843,81.032
988,0.573,0.722,0.0295,0.182,0.29,0.59,144.209
989,0.695,0.401,0.0306,0.784,0.074,0.314,111.98
990,0.483,0.631,0.0356,0.214,0.0974,0.212,117.988
991,0.611,0.846,0.0436,0.00509,0.0784,0.751,103.912
993,0.421,0.339,0.0238,0.688,0.108,0.131,87.414
994,0.629,0.422,0.0411,0.705,0.124,0.325,129.456
995,0.457,0.515,0.0261,0.358,0.278,0.222,74.984
996,0.343,0.692,0.0355,0.00218,0.112,0.153,174.07
997,0.731,0.867,0.032,0.0395,0.0861,0.776,104.019
998,0.574,0.499,0.0254,0.601,0.123,0.447,76.0
999,0.662,0.864,0.0322,0.202,0.0997,0.791,105.607
1000,0.621,0.417,0.0231,0.288,0.119,0.289,99.953
1001,0.576,0.777,0.0324,0.051,0.32,0.428,115.028
1002,0.366,0.869,0.0387,0.0207,0.254,0.384,138.051
1003,0.616,0.685,0.04,0.0245,0.0491,0.895,150.055
1004,0.362,0.183,0.0347,0.861,0.0932,0.2,136.646
1005,0.624,0.842,0.0376,0.264,0.181,0.257,111.037
1006,0.365,0.767,0.0681,0.181,0.0942,0.422,94.174
1007,0.729,0.748,0.0245,0.307,0.0962,0.928,99.981
1008,0.484,0.285,0.0305,0.818,0.132,0.173,161.908
1009,0.327,0.295,0.0313,0.775,0.107,0.143,148.574
1010,0.534,0.392,0.0267,0.649,0.0948,0.163,90.379
1011,0.476,0.564,0.0269,0.0406,0.102,0.167,143.929
1012,0.476,0.777,0.0289,0.0103,0.196,0.472,167.964
1013,0.403,0.627,0.0292,0.0177,0.182,0.374,74.9
1014,0.668,0.672,0.0303,0.111,0.329,0.539,89.011
1015,0.489,0.75,0.0564,0.157,0.0844,0.498,164.089
1016,0.321,0.604,0.0554,0.643,0.977,0.267,112.01
1017,0.463,0.857,0.0632,0.0506,0.184,0.856,111.647
1018,0.642,0.284,0.0326,0.845,0.113,0.439,147.874
1019,0.346,0.139,0.0321,0.913,0.0934,0.116,136.168
1020,0.508,0.747,0.0351,0.0978,0.865,0.514,97.001
1021,0.429,0.594,0.0277,0.156,0.1,0.236,150.22
1022,0.407,0.558,0.0552,0.0541,0.34,0.777,71.815
1023,0.629,0.867,0.0603,0.0865,0.126,0.876,151.695
1024,0.549,0.284,0.0388,0.774,0.105,0.389,135.632
1025,0.452,0.329,0.0508,0.861,0.689,0.383,77.668
1026,0.673,0.365,0.0451,0.584,0.12,0.297,135.447
1027,0.498,0.263,0.0299,0.898,0.138,0.246,76.967
1028,0.162,0.786,0.038,0.0374,0.143,0.138,161.192
1031,0.851,0.551,0.0396,0.151,0.0827,0.807,131.922
1032,0.602,0.697,0.0321,0.0544,0.0848,0.726,131.623
1033,0.663,0.538,0.0275,0.503,0.107,0.562,109.04
1034,0.519,0.749,0.0405,0.271,0.119,0.29,147.905
1035,0.343,0.182,0.0313,0.36,0.349,0.0755,116.016
1036,0.634,0.471,0.0376,0.182,0.313,0.394,129.877
1037,0.683,0.937,0.0449,0.00481,0.07,0.619,104.872
1038,0.518,0.797,0.0309,0.000681,0.107,0.293,132.918
1039,0.489,0.57,0.0364,0.132,0.274,0.643,134.486
1040,0.454,0.836,0.03,0.447,0.245,0.975,148.711
1041,0.289,0.796,0.0494,0.00837,0.202,0.33,169.835
1042,0.721,0.299,0.0412,0.872,0.132,0.445,118.957
1043,0.52,0.619,0.0427,0.591,0.121,0.367,137.882
1046,0.412,0.823,0.0323,9.62e-05,0.153,0.162,154.115
1047,0.652,0.917,0.0548,0.0082,0.0509,0.459,132.975
1048,0.321,0.64,0.0324,0.28,0.718,0.414,146.172
1049,0.29,0.133,0.0334,0.893,0.112,0.164,175.663
1050,0.309,0.783,0.0405,0.142,0.118,0.372,175.788
1051,0.601,0.504,0.0284,0.31,0.137,0.564,78.986
1052,0.52,0.709,0.0352,0.247,0.18,0.536,76.039
1053,0.474,0.805,0.0266,0.0129,0.175,0.409,78.102
1054,0.265,0.345,0.0352,0.838,0.0902,0.456,80.757
1055,0.582,0.952,0.0731,0.00324,0.223,0.655,103.027
1056,0.3,0.00188,0.0404,0.37,0.123,0.973,210.813
1057,0.555,0.717,0.0269,0.0414,0.116,0.374,112.03
1058,0.614,0.568,0.0276,0.00797,0.0997,0.516,107.849
1059,0.545,0.753,0.036,0.0417,0.389,0.434,105.754
1060,0.337,0.442,0.0298,0.0356,0.319,0.275,141.254
1061,0.377,0.216,0.0301,0.202,0.155,0.145,131.294
1062,0.5,0.609,0.0326,0.0822,0.341,0.562,145.884
1063,0.241,0.468,0.0272,0.534,0.161,0.451,91.581
1064,0.387,0.551,0.0303,0.2,0.355,0.903,155.209
1065,0.476,0.736,0.0343,0.0217,0.203,0.251,129.084
1066,0.622,0.49,0.0342,0.688,0.103,0.324,143.863
1067,0.513,0.329,0.0327,0.336,0.221,0.526,83.659
1068,0.49,0.715,0.0476,0.386,0.311,0.866,130.726
1069,0.517,0.422,0.0334,0.11,0.11,0.24,87.633
1070,0.544,0.5,0.026,0.0325,0.109,0.177,93.621
1072,0.604,0.411,0.034,0.427,0.602,0.675,126.637
1073,0.473,0.263,0.0336,0.88,0.123,0.461,169.094
1074,0.853,0.455,0.0372,0.305,0.125,0.522,118.32
1075,0.63,0.317,0.0283,0.82,0.123,0.0552,79.795
1076,0.556,0.417,0.0258,0.634,0.936,0.296,90.054
1077,0.556,0.212,0.0406,0.941,0.0982,0.514,133.392
1078,0.645,0.686,0.028,0.0304,0.143,0.941,111.793
1079,0.234,0.45,0.0311,0.366,0.131,0.178,106.757
1081,0.411,0.381,0.0286,0.13,0.132,0.524,76.963
1082,0.484,0.293,0.0311,0.337,0.146,0.562,165.008
1083,0.487,0.837,0.0667,0.0792,0.503,0.342,127.079
1084,0.319,0.524,0.026,0.0721,0.203,0.313,84.916
1085,0.445,0.585,0.0345,0.357,0.328,0.21,153.857
1087,0.574,0.238,0.0476,0.365,0.126,0.126,84.018
1088,0.52,0.57,0.0377,0.244,0.3,0.593,133.047
1089,0.457,0.719,0.0323,0.191,0.228,0.168,142.034
1090,0.617,0.308,0.0369,0.827,0.102,0.818,105.558
1091,0.281,0.675,0.0353,0.0399,0.129,0.565,203.473
1092,0.523,0.854,0.0707,0.00147,0.523,0.433,127.944
1093,0.384,0.539,0.0308,0.138,0.375,0.287,147.79
1094,0.386,0.966,0.0716,0.00152,0.0791,0.861,155.991
1095,0.538,0.884,0.031,0.000138,0.466,0.736,146.511
1096,0.479,0.39,0.0277,0.792,0.099,0.153,82.885
1097,0.485,0.647,0.0735,0.617,0.691,0.683,201.692
1098,0.394,0.623,0.0384,0.573,0.0937,0.316,115.003
1099,0.498,0.707,0.0708,0.212,0.0512,0.641,166.85
1100,0.63,0.697,0.0311,0.189,0.116,0.796,124.956
1101,0.467,0.708,0.0269,0.000992,0.238,0.422,83.954
1102,0.564,0.437,0.0285,0.552,0.217,0.307,96.018
1103,0.37,0.614,0.0302,0.0636,0.0702,0.128,140.006
1104,0.448,0.665,0.026,0.06,0.0828,0.304,172.004
1106,0.232,0.615,0.0295,0.0778,0.0601,0.41,146.488
1107,0.577,0.749,0.0279,0.599,0.183,0.255,130.97
1108,0.469,0.132,0.0798,0.928,0.0873,0.36,66.989
1109,0.481,0.547,0.0321,0.262,0.101,0.243,168.012
1111,0.427,0.9,0.0499,0.116,0.119,0.599,104.655
1113,0.403,0.301,0.0288,0.747,0.104,0.0728,139.81
1114,0.582,0.492,0.0248,0.581,0.137,0.429,76.251
1116,0.766,0.547,0.0264,0.229,0.104,0.556,105.01
1117,0.584,0.533,0.0305,0.684,0.306,0.224,131.745
1118,0.634,0.587,0.03,0.271,0.165,0.623,105.642
1119,0.406,0.67,0.032,0.0445,0.16,0.144,74.96
1120,0.389,0.711,0.0343,0.148,0.202,0.337,137.756
1121,0.268,0.596,0.0386,0.0322,0.08,0.279,167.254
1122,0.29,0.399,0.0338,0.902,0.105,0.0965,128.37
1123,0.327,0.477,0.0354,0.651,0.721,0.199,132.329
1124,0.654,0.828,0.0281,0.00146,0.122,0.79,112.056
1125,0.471,0.164,0.0324,0.833,0.101,0.17,125.242
1126,0.462,0.427,0.0792,0.893,0.37,0.476,101.675
1127,0.385,0.433,0.0435,0.241,0.11,0.427,89.974
1128,0.721,0.586,0.034,0.204,0.0902,0.918,176.104
1129,0.446,0.366,0.0264,0.696,0.136,0.131,91.19
1130,0.509,0.629,0.0335,0.209,0.369,0.237,80.012
1131,0.347,0.228,0.0296,0.901,0.38,0.184,133.574
1132,0.33,0.607,0.0567,0.578,0.639,0.141,120.072
1133,0.584,0.521,0.0295,0.06,0.22,0.317,160.058
1134,0.695,0.599,0.0317,0.117,0.118,0.187,123.949
1135,0.498,0.889,0.0546,0.0947,0.733,0.696,134.88
1136,0.523,0.71,0.0331,0.028,0.117,0.7,126.07
1137,0.794,0.798,0.0366,0.429,0.118,0.265,100.338
1138,0.647,0.814,0.0429,0.0105,0.366,0.784,117.979
1140,0.309,0.181,0.0337,0.87,0.118,0.146,124.711
1142,0.557,0.693,0.0445,0.531,0.196,0.747,127.531
1143,0.422,0.519,0.0339,0.549,0.102,0.358,179.811
1144,0.762,0.661,0.0687,0.15,0.256,0.769,130.009
1145,0.574,0.456,0.0266,0.4,0.128,0.409,77.954
1146,0.638,0.497,0.0368,0.0341,0.136,0.505,126.006
1147,0.682,0.765,0.0395,0.0268,0.188,0.567,90.807
1148,0.721,0.939,0.0376,0.115,0.108,0.914,113.309
1149,0.767,0.331,0.0337,0.64,0.0681,0.636,113.312
1150,0.408,0.582,0.0508,0.218,0.159,0.365,114.926
1151,0.553,0.506,0.046,0.144,0.438,0.51,143.278
1152,0.22,0.338,0.0352,0.811,0.114,0.0538,151.975
1153,0.328,0.447,0.027,0.119,0.113,0.189,144.429
1154,0.299,0.329,0.0279,0.756,0.0559,0.392,132.282
1155,0.56,0.605,0.0348,0.0408,0.0585,0.756,144.478
1156,0.5,0.501,0.0376,0.462,0.26,0.623,144.438
1157,0.569,0.741,0.0282,0.0122,0.333,0.43,100.118
1158,0.677,0.824,0.0449,0.0268,0.363,0.696,122.223
1159,0.526,0.299,0.031,0.941,0.106,0.679,156.848
1160,0.386,0.937,0.0444,0.00399,0.143,0.573,166.027
1161,0.517,0.906,0.0735,0.00272,0.113,0.731,172.977
1162,0.364,0.457,0.0675,0.29,0.922,0.175,163.219
1164,0.507,0.274,0.0274,0.0659,0.116,0.29,142.512
1165,0.252,0.8,0.0368,0.12,0.118,0.29,139.361
1167,0.578,0.836,0.0512,0.163,0.0583,0.932,167.026
1168,0.486,0.589,0.0385,0.462,0.109,0.331,170.049
1170,0.883,0.458,0.0411,0.0401,0.0603,0.816,91.426
1171,0.526,0.866,0.0568,0.00287,0.0945,0.248,140.266
1172,0.467,0.932,0.0522,0.0089,0.966,0.683,112.295
1173,0.28,0.328,0.0284,0.541,0.108,0.106,137.634
1174,0.579,0.109,0.0347,0.16,0.071,0.128,135.318
1175,0.294,0.274,0.0279,0.673,0.119,0.15,82.931
1176,0.264,0.122,0.0349,0.885,0.094,0.0735,148.658
1177,0.437,0.287,0.0465,0.845,0.691,0.202,137.728
1178,0.618,0.543,0.0247,0.381,0.103,0.135,75.033
1179,0.598,0.547,0.0232,0.285,0.0891,0.25,77.969
1180,0.583,0.792,0.0533,0.00321,0.315,0.397,80.055
1181,0.454,0.511,0.0275,0.166,0.122,0.327,72.984
1182,0.167,0.851,0.0421,0.0127,0.172,0.11,175.426
1183,0.297,0.701,0.0301,0.012,0.13,0.256,178.072
1184,0.632,0.378,0.0306,0.884,0.11,0.347,125.128
1185,0.792,0.38,0.0288,0.725,0.0792,0.672,87.446
1186,0.588,0.656,0.0224,0.378,0.042,0.746,79.701
1187,0.631,0.793,0.0468,0.000218,0.0976,0.648,136.96
1188,0.492,0.928,0.071,0.61,0.368,0.92,194.078
1189,0.42,0.612,0.048,0.0917,0.0914,0.135,159.685
1190,0.416,0.341,0.0391,0.864,0.724,0.776,177.229
1191,0.587,0.624,0.025,0.161,0.118,0.251,93.428
1192,0.461,0.0859,0.0309,0.974,0.077,0.31,79.817
1193,0.438,0.827,0.0328,0.0512,0.319,0.645,143.377
1194,0.593,0.74,0.0339,0.363,0.102,0.502,118.008
1195,0.566,0.557,0.0243,0.508,0.195,0.478,99.969
1196,0.672,0.623,0.0297,0.241,0.0848,0.617,92.018
1197,0.276,0.658,0.0329,0.0836,0.161,0.16,172.326
1198,0.341,0.242,0.0311,0.788,0.294,0.339,140.812
1200,0.184,0.219,0.0302,0.793,0.0693,0.21,176.42
1201,0.637,0.73,0.0874,0.323,0.0981,0.732,93.867
1202,0.808,0.535,0.0353,0.179,0.158,0.848,114.031
1203,0.431,0.928,0.0408,0.0209,0.108,0.545,156.062
1204,0.674,0.867,0.0462,0.00199,0.206,0.821,88.04
1205,0.453,0.581,0.0336,0.0256,0.154,0.213,174.203
1206,0.385,0.395,0.0313,0.58,0.159,0.21,72.933
1207,0.566,0.905,0.0646,0.0045,0.21,0.792,83.0
1208,0.595,0.295,0.0318,0.773,0.167,0.704,91.936
1210,0.407,0.519,0.0336,0.11,0.409,0.342,94.001
1211,0.591,0.239,0.0259,0.774,0.127,0.346,88.919
1212,0.756,0.28,0.0296,0.616,0.414,0.695,109.413
1213,0.64,0.503,0.0252,0.631,0.119,0.419,82.949
1214,0.397,0.207,0.0331,0.701,0.116,0.268,171.282
1215,0.369,0.403,0.0259,0.827,0.106,0.177,154.899
1216,0.541,0.401,0.0365,0.576,0.164,0.24,152.943
1217,0.561,0.327,0.0327,0.902,0.111,0.298,161.858
1218,0.292,0.324,0.0346,0.797,0.12,0.384,176.631
1219,0.698,0.632,0.0247,0.554,0.118,0.458,102.408
1220,0.407,0.754,0.0436,0.492,0.168,0.429,75.209
1221,0.709,0.824,0.0453,0.207,0.0888,0.867,118.818
1222,0.268,0.17,0.0287,0.896,0.114,0.107,90.732
1223,0.459,0.895,0.0805,0.00725,0.206,0.572,181.04
1224,0.272,0.657,0.0293,0.000905,0.123,0.4,174.637
1225,0.257,0.338,0.0357,0.736,0.252,0.544,207.356
1226,0.649,0.888,0.0293,0.013,0.0888,0.553,100.975
1227,0.372,0.363,0.0286,0.0805,0.102,0.219,141.911
1228,0.436,0.4,0.0272,0.904,0.125,0.351,100.734
1229,0.67,0.478,0.0355,0.531,0.138,0.0997,88.014
1230,0.345,0.316,0.0348,0.516,0.108,0.102,125.191
1231,0.463,0.786,0.0532,0.105,0.241,0.539,142.146
1232,0.489,0.611,0.0337,0.00576,0.0917,0.186,140.956
1233,0.653,0.604,0.0278,0.0292,0.097,0.101,118.016
1234,0.561,0.732,0.0281,0.329,0.0755,0.671,118.975
1235,0.806,0.598,0.0349,0.517,0.0995,0.862,109.962
1236,0.628,0.722,0.0277,0.197,0.108,0.58,118.004
1237,0.48,0.588,0.0426,0.251,0.166,0.178,122.214
1238,0.27,0.275,0.0356,0.834,0.146,0.231,168.964
1239,0.644,0.549,0.0285,0.0209,0.134,0.167,90.04
1240,0.65,0.666,0.051,0.117,0.25,0.266,161.186
1241,0.351,0.676,0.0313,0.000121,0.18,0.143,102.46
1242,0.662,0.546,0.0288,0.204,0.12,0.196,115.053
1243,0.585,0.842,0.0556,0.00242,0.0866,0.428,118.211
1244,0.489,0.364,0.03,0.572,0.108,0.377,135.352
1245,0.653,0.452,0.055,0.838,0.108,0.45,83.433
1246,0.517,0.404,0.0288,0.181,0.271,0.235,151.917
1247,0.504,0.321,0.0316,0.149,0.147,0.577,170.134
1248,0.316,0.729,0.0356,0.0203,0.207,0.367,163.127
1249,0.563,0.934,0.0646,0.00452,0.103,0.518,143.964
1250,0.488,0.862,0.0476,0.0204,0.359,0.706,104.56
1251,0.582,0.507,0.0313,0.671,0.136,0.217,83.019
1252,0.564,0.25,0.0301,0.788,0.0643,0.157,132.015
1254,0.617,0.421,0.0318,0.541,0.125,0.39,131.653
1255,0.633,0.934,0.0344,0.219,0.0592,0.963,128.606
1256,0.146,0.215,0.042,0.96,0.103,0.137,71.973
1257,0.453,0.728,0.0308,0.236,0.177,0.165,73.21
1258,0.414,0.335,0.0284,0.161,0.106,0.208,127.964
1259,0.588,0.391,0.0334,0.839,0.227,0.349,144.069
1260,0.433,0.0748,0.049,0.92,0.105,0.193,73.093
1261,0.605,0.638,0.0286,0.0383,0.0991,0.406,139.98
1262,0.403,0.59,0.0284,0.508,0.272,0.393,141.649
1263,0.56,0.721,0.0629,0.225,0.0453,0.966,119.285
1265,0.29,0.48,0.0296,0.116,0.626,0.382,112.62
1267,0.818,0.309,0.0771,0.656,0.439,0.797,86.322
1268,0.702,0.77,0.0372,0.31,0.149,0.685,116.009
1269,0.759,0.509,0.0271,0.159,0.153,0.75,107.948
1270,0.644,0.337,0.0295,0.606,0.301,0.31,108.041
1272,0.674,0.413,0.0274,0.836,0.098,0.503,124.893
1273,0.702,0.772,0.0277,0.0312,0.0809,0.973,141.694
1274,0.618,0.446,0.033,0.0657,0.162,0.146,132.043
1275,0.484,0.0971,0.0506,0.868,0.11,0.415,86.165
1276,0.783,0.878,0.0308,0.39,0.0426,0.885,100.626
1277,0.588,0.149,0.0319,0.846,0.236,0.113,124.689
1278,0.239,0.589,0.0405,0.318,0.108,0.103,149.832
1279,0.262,0.0847,0.04,0.827,0.0938,0.0693,180.562
1280,0.442,0.847,0.0349,0.00236,0.191,0.343,143.958
1281,0.439,0.434,0.0265,0.0783,0.14,0.204,94.845
1282,0.403,0.422,0.0373,0.134,0.0861,0.378,122.728
1283,0.603,0.705,0.0328,0.556,0.342,0.89,90.12
1284,0.323,0.0993,0.0388,0.984,0.126,0.254,69.661
1285,0.478,0.305,0.0306,0.675,0.169,0.0974,108.66
1286,0.636,0.614,0.0415,0.362,0.155,0.125,106.867
1288,0.699,0.198,0.0619,0.986,0.152,0.707,90.983
1289,0.366,0.58,0.0306,0.121,0.218,0.196,136.125
1291,0.539,0.722,0.0271,0.319,0.244,0.384,139.733
1292,0.211,0.708,0.0507,0.798,0.0742,0.476,179.794
1293,0.464,0.637,0.0267,0.0241,0.181,0.332,140.065
1294,0.552,0.643,0.0327,0.0364,0.105,0.212,120.012
1295,0.516,0.342,0.0342,0.832,0.0857,0.167,128.378
1296,0.532,0.767,0.0574,0.00287,0.39,0.755,127.361
1297,0.46,0.509,0.0263,0.466,0.122,0.194,77.613
1298,0.582,0.625,0.0266,0.138,0.118,0.474,132.965
1299,0.46,0.326,0.026,0.627,0.704,0.265,72.053
1300,0.361,0.773,0.0332,0.0392,0.348,0.355,164.094
1301,0.751,0.834,0.0437,0.3,0.355,0.894,95.053
1302,0.671,0.501,0.0594,0.342,0.194,0.86,87.04
1303,0.608,0.785,0.0311,0.0387,0.158,0.376,114.985
1304,0.521,0.155,0.0286,0.947,0.103,0.16,75.003
1306,0.768,0.852,0.038,0.213,0.0723,0.867,128.374
1307,0.477,0.433,0.0247,0.689,0.151,0.611,82.52
1308,0.451,0.931,0.0719,0.00076,0.361,0.172,122.961
1309,0.316,0.499,0.0298,0.0108,0.126,0.403,174.782
1310,0.433,0.307,0.0327,0.65,0.0635,0.378,178.114
1311,0.521,0.237,0.051,0.923,0.144,0.58,145.856
1312,0.365,0.443,0.0235,0.0472,0.344,0.149,93.953
1313,0.886,0.259,0.0423,0.731,0.108,0.305,119.894
1314,0.627,0.801,0.0487,0.609,0.373,0.926,116.102
1315,0.632,0.856,0.0348,0.0624,0.347,0.867,119.397
1316,0.524,0.87,0.0427,0.0014,0.0796,0.552,80.017
1319,0.793,0.859,0.0332,0.266,0.133,0.964,129.911
1320,0.434,0.531,0.0425,0.781,0.135,0.641,131.199
1321,0.61,0.349,0.0301,0.554,0.201,0.155,136.012
1322,0.461,0.859,0.0364,0.0561,0.124,0.789,172.094
1323,0.582,0.371,0.0525,0.748,0.122,0.604,200.085
1324,0.438,0.94,0.0452,8.74e-05,0.3,0.421,100.99
1325,0.401,0.546,0.0352,0.833,0.136,0.194,109.23
1326,0.497,0.473,0.026,0.362,0.0619,0.351,133.032
1327,0.476,0.383,0.0562,0.71,0.982,0.207,114.527
1328,0.466,0.575,0.0306,0.094,0.0892,0.255,141.954
1329,0.575,0.555,0.0453,0.103,0.111,0.504,95.361
1330,0.382,0.728,0.0492,0.118,0.991,0.353,77.73
1332,0.753,0.326,0.0342,0.731,0.24,0.237,123.799
1333,0.402,0.282,0.0286,0.634,0.171,0.163,75.361
1334,0.737,0.615,0.0317,0.0149,0.102,0.41,110.023
1335,0.506,0.577,0.042,0.0433,0.317,0.648,116.632
1336,0.583,0.786,0.0301,0.0208,0.188,0.573,123.055
1337,0.19,0.265,0.0356,0.863,0.134,0.101,79.012
1338,0.619,0.0568,0.0433,0.896,0.114,0.357,176.279
1339,0.606,0.361,0.0346,0.264,0.38,0.621,121.059
1340,0.654,0.469,0.0308,0.627,0.119,0.698,144.117
1341,0.529,0.261,0.0347,0.854,0.13,0.451,133.647
1343,0.539,0.114,0.0346,0.882,0.106,0.608,141.378
1344,0.3,0.929,0.0636,0.000259,0.329,0.59,147.116
1345,0.405,0.689,0.0365,0.0843,0.207,0.397,155.189
1346,0.512,0.248,0.0275,0.75,0.114,0.158,109.692
1347,0.401,0.531,0.0301,0.223,0.149,0.173,130.651
1348,0.615,0.702,0.0278,0.00746,0.0608,0.734,96.987
1349,0.483,0.753,0.0832,0.425,0.257,0.42,115.102
1350,0.352,0.912,0.0725,0.00197,0.193,0.351,166.795
1351,0.56,0.825,0.0379,0.323,0.161,0.268,94.931
1352,0.258,0.387,0.0367,0.776,0.703,0.33,180.805
1353,0.47,0.474,0.0262,0.0643,0.0645,0.241,170.173
1354,0.655,0.733,0.0324,0.000819,0.0792,0.569,116.984
1355,0.397,0.772,0.0453,0.124,0.107,0.615,152.376
1356,0.534,0.393,0.0292,0.00479,0.107,0.0641,110.007
1357,0.713,0.639,0.0313,0.753,0.0878,0.737,125.959
1358,0.496,0.0688,0.0545,0.964,0.112,0.161,119.898
1359,0.486,0.881,0.0474,0.0244,0.429,0.667,144.997
1360,0.611,0.47,0.0356,0.585,0.58,0.97,85.527
1361,0.682,0.0827,0.0413,0.979,0.125,0.299,125.091
1362,0.697,0.467,0.0715,0.248,0.0941,0.572,82.082
1363,0.331,0.943,0.0698,0.00721,0.242,0.296,94.612
1365,0.497,0.97,0.0836,9.04e-05,0.101,0.689,138.081
1366,0.741,0.615,0.0358,0.519,0.408,0.799,128.496
1368,0.544,0.913,0.0415,0.00116,0.288,0.59,111.985
1369,0.49,0.582,0.0264,0.621,0.0879,0.314,87.828
1370,0.476,0.183,0.0312,0.866,0.124,0.72,89.624
1371,0.328,0.532,0.0377,0.36,0.954,0.164,101.404
1372,0.665,0.794,0.0492,0.164,0.159,0.641,149.997
1373,0.572,0.214,0.0293,0.649,0.125,0.485,95.542
1374,0.485,0.723,0.0317,0.541,0.075,0.541,167.845
1376,0.633,0.429,0.0381,0.0444,0.132,0.52,143.793
1377,0.497,0.882,0.0658,0.0832,0.929,0.737,87.27
1378,0.351,0.764,0.0366,0.00422,0.0197,0.504,166.656
1379,0.408,0.48,0.0266,0.155,0.0877,0.19,156.344
1380,0.492,0.859,0.0332,0.0659,0.0756,0.251,92.474
1381,0.584,0.833,0.0358,0.000265,0.32,0.671,124.018
1382,0.511,0.769,0.042,0.181,0.0921,0.818,129.657
1383,0.371,0.64,0.0301,0.000464,0.168,0.197,74.537
1384,0.724,0.822,0.0333,0.304,0.0553,0.964,99.9
1385,0.33,0.58,0.0374,0.0614,0.115,0.11,76.093
1386,0.508,0.407,0.0253,0.0855,0.0966,0.256,79.034
1387,0.616,0.636,0.0325,0.208,0.517,0.654,110.618
1388,0.528,0.831,0.0429,9.43e-05,0.141,0.632,131.094
1389,0.486,0.617,0.0287,0.0954,0.109,0.417,138.015
1391,0.359,0.779,0.0412,0.0057,0.379,0.582,86.951
1392,0.7,0.864,0.0283,0.0212,0.0956,0.887,102.997
1393,0.625,0.486,0.0261,0.044,0.152,0.481,141.946
1394,0.58,0.101,0.0289,0.934,0.0768,0.302,91.003
1395,0.623,0.416,0.0353,0.301,0.135,0.721,130.031
1396,0.49,0.193,0.0421,0.862,0.113,0.184,89.154
1397,0.329,0.511,0.0287,0.0755,0.146,0.167,166.028
1398,0.464,0.701,0.0341,0.0691,0.0766,0.407,73.97
1399,0.705,0.515,0.0337,0.365,0.389,0.803,112.035
1400,0.718,0.658,0.0664,0.146,0.202,0.804,108.103
1401,0.37,0.653,0.0263,0.011,0.115,0.346,164.152
